Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
605,ORD-10604,2022-06-23,2022-06-27,Same Day,CUST-5571,Customer_298,Home Office,India,Kochi,Delhi,620807,South,PROD-800,Technology,Machines,Scanner,349.52,8,0.08,24.47
606,ORD-10605,2023-10-15,2023-10-16,First Class,CUST-9140,Customer_80,Home Office,India,Chennai,Karnataka,669722,South,PROD-565,Technology,Machines,Printer,2193.16,6,0.27,-263.18
607,ORD-10606,2022-06-17,2022-06-23,Second Class,CUST-9527,Customer_436,Corporate,India,Kochi,Kerala,653300,West,PROD-829,Technology,Accessories,USB Hub,3224.19,5,0.26,-354.66
608,ORD-10607,2022-06-19,2022-06-20,First Class,CUST-2445,Customer_286,Consumer,India,Chennai,Tamil Nadu,638922,West,PROD-834,Technology,Accessories,Mouse,2259.13,6,0.06,203.32
609,ORD-10608,2023-01-28,2023-02-01,Second Class,CUST-3889,Customer_24,Consumer,India,Mumbai,Delhi,616809,North,PROD-374,Technology,Machines,Printer,1761.39,8,0.27,-211.37
610,ORD-10609,2023-09-26,2023-10-02,Standard Class,CUST-3264,Customer_247,Consumer,India,Kochi,Karnataka,661099,North,PROD-776,Furniture,Bookcases,Metal Bookcase,3400.51,8,0.03,408.06
611,ORD-10610,2022-07-13,2022-07-19,Same Day,CUST-7106,Customer_393,Consumer,India,Hyderabad,Tamil Nadu,630395,West,PROD-911,Furniture,Tables,Conference Table,1395.24,8,0.17,-27.9
612,ORD-10611,2023-06-01,2023-06-06,Second Class,CUST-2826,Customer_43,Corporate,India,Hyderabad,Maharashtra,662347,North,PROD-231,Technology,Phones,Desk Phone,655.61,6,0.3,-98.34
613,ORD-10612,2022-01-29,2022-02-03,Second Class,CUST-4715,Customer_197,Corporate,India,Chennai,Kerala,671154,West,PROD-871,Technology,Phones,Smartphone,4988.62,3,0.07,399.09
614,ORD-10613,2022-06-14,2022-06-16,Second Class,CUST-5286,Customer_303,Home Office,India,Kochi,Tamil Nadu,665796,North,PROD-349,Office Supplies,Binders,File Binder,4813.57,1,0.27,-577.63
615,ORD-10614,2023-02-26,2023-03-01,Second Class,CUST-6867,Customer_412,Consumer,India,Hyderabad,Karnataka,659350,South,PROD-787,Technology,Machines,Scanner,3961.94,5,0.17,-79.24
616,ORD-10615,2022-12-05,2022-12-10,Second Class,CUST-6839,Customer_499,Home Office,India,Hyderabad,Tamil Nadu,694395,West,PROD-199,Furniture,Bookcases,Metal Bookcase,1313.69,5,0.0,197.05
617,ORD-10616,2023-10-10,2023-10-11,First Class,CUST-4514,Customer_68,Corporate,India,Bangalore,Maharashtra,668779,West,PROD-827,Office Supplies,Binders,Ring Binder,3193.97,8,0.23,-255.52
618,ORD-10617,2023-05-11,2023-05-16,Same Day,CUST-6045,Customer_3,Home Office,India,Chennai,Maharashtra,634184,West,PROD-200,Office Supplies,Paper,A4 Paper Pack,4218.17,7,0.19,-168.73
619,ORD-10618,2022-12-31,2023-01-02,Standard Class,CUST-7579,Customer_280,Corporate,India,Hyderabad,Kerala,644583,West,PROD-385,Office Supplies,Paper,Notebook Pack,4704.39,3,0.12,141.13
620,ORD-10619,2022-12-08,2022-12-14,Same Day,CUST-3780,Customer_89,Home Office,India,Mumbai,Karnataka,654452,North,PROD-813,Technology,Accessories,USB Hub,2988.56,3,0.3,-448.28
621,ORD-10620,2023-05-15,2023-05-17,Standard Class,CUST-8243,Customer_450,Consumer,India,Chennai,Kerala,651657,West,PROD-403,Furniture,Bookcases,Wood Bookcase,2323.01,3,0.21,-139.38
622,ORD-10621,2023-10-19,2023-10-25,Second Class,CUST-5007,Customer_90,Consumer,India,Mumbai,Delhi,626320,West,PROD-422,Furniture,Bookcases,Wood Bookcase,1298.6,9,0.18,-38.96
623,ORD-10622,2023-05-26,2023-06-01,Second Class,CUST-7379,Customer_458,Home Office,India,Kochi,Kerala,616255,West,PROD-796,Office Supplies,Storage,Plastic Storage Box,2019.81,8,0.11,80.79
624,ORD-10623,2022-11-23,2022-11-26,Standard Class,CUST-2345,Customer_275,Home Office,India,Chennai,Kerala,690843,South,PROD-500,Technology,Machines,Printer,3238.75,5,0.14,32.39
625,ORD-10624,2022-08-05,2022-08-10,Standard Class,CUST-6973,Customer_393,Home Office,India,Chennai,Delhi,605665,West,PROD-917,Office Supplies,Storage,Plastic Storage Box,4909.37,5,0.19,-196.37
626,ORD-10625,2022-10-28,2022-10-29,Second Class,CUST-8157,Customer_131,Corporate,India,Delhi,Kerala,661010,North,PROD-251,Office Supplies,Storage,Plastic Storage Box,2413.6,1,0.28,-313.77
627,ORD-10626,2022-05-12,2022-05-13,Same Day,CUST-1655,Customer_434,Home Office,India,Mumbai,Tamil Nadu,647380,North,PROD-912,Furniture,Tables,Study Table,1939.67,2,0.26,-213.36
628,ORD-10627,2022-03-11,2022-03-15,Standard Class,CUST-7741,Customer_396,Home Office,India,Kochi,Maharashtra,631766,West,PROD-741,Office Supplies,Paper,Notebook Pack,4720.12,8,0.05,472.01
629,ORD-10628,2022-09-09,2022-09-15,Second Class,CUST-5563,Customer_361,Home Office,India,Delhi,Karnataka,657917,North,PROD-992,Technology,Machines,Scanner,461.08,5,0.19,-18.44
630,ORD-10629,2023-02-19,2023-02-20,First Class,CUST-1912,Customer_109,Consumer,India,Chennai,Telangana,600612,West,PROD-820,Office Supplies,Paper,Notebook Pack,3313.47,9,0.08,231.94
631,ORD-10630,2023-03-21,2023-03-24,Standard Class,CUST-4929,Customer_333,Home Office,India,Chennai,Maharashtra,693404,North,PROD-410,Technology,Phones,Desk Phone,3789.41,3,0.24,-341.05
632,ORD-10631,2022-07-01,2022-07-07,First Class,CUST-6160,Customer_69,Consumer,India,Kochi,Karnataka,693388,West,PROD-664,Furniture,Chairs,Ergo Chair,1060.91,1,0.21,-63.65
633,ORD-10632,2022-06-16,2022-06-19,Same Day,CUST-7263,Customer_135,Home Office,India,Chennai,Maharashtra,657406,West,PROD-604,Office Supplies,Storage,Drawer Organizer,2982.69,6,0.14,29.83
634,ORD-10633,2022-04-01,2022-04-02,Second Class,CUST-3734,Customer_7,Consumer,India,Kochi,Maharashtra,639106,West,PROD-557,Furniture,Tables,Conference Table,291.9,2,0.23,-23.35
635,ORD-10634,2023-12-15,2023-12-16,Second Class,CUST-6317,Customer_476,Corporate,India,Mumbai,Karnataka,634588,West,PROD-175,Furniture,Bookcases,Wood Bookcase,1022.88,7,0.14,10.23
636,ORD-10635,2023-06-15,2023-06-19,First Class,CUST-4691,Customer_222,Corporate,India,Hyderabad,Maharashtra,672564,South,PROD-991,Office Supplies,Binders,File Binder,4053.49,8,0.29,-567.49
637,ORD-10636,2022-02-08,2022-02-09,Same Day,CUST-3877,Customer_391,Consumer,India,Delhi,Karnataka,618473,West,PROD-713,Furniture,Bookcases,Wood Bookcase,3267.35,3,0.29,-457.43
638,ORD-10637,2022-05-06,2022-05-12,First Class,CUST-5159,Customer_99,Corporate,India,Bangalore,Maharashtra,626269,West,PROD-485,Technology,Phones,Desk Phone,2948.51,2,0.08,206.4
639,ORD-10638,2023-03-27,2023-04-02,First Class,CUST-7365,Customer_467,Consumer,India,Delhi,Kerala,695308,West,PROD-266,Technology,Phones,Smartphone,577.08,4,0.22,-40.4
640,ORD-10639,2022-06-22,2022-06-28,First Class,CUST-4590,Customer_372,Home Office,India,Chennai,Tamil Nadu,687210,West,PROD-624,Furniture,Chairs,Ergo Chair,3051.6,8,0.21,-183.1
641,ORD-10640,2023-10-15,2023-10-19,First Class,CUST-9766,Customer_89,Corporate,India,Kochi,Karnataka,691568,West,PROD-705,Office Supplies,Paper,A4 Paper Pack,1307.81,8,0.27,-156.94
642,ORD-10641,2022-08-08,2022-08-12,Same Day,CUST-4442,Customer_277,Home Office,India,Bangalore,Delhi,672271,West,PROD-643,Technology,Phones,Desk Phone,4428.67,4,0.26,-487.15
643,ORD-10642,2023-09-30,2023-10-01,Second Class,CUST-3386,Customer_402,Home Office,India,Mumbai,Maharashtra,688968,South,PROD-373,Office Supplies,Storage,Drawer Organizer,2607.56,7,0.29,-365.06
644,ORD-10643,2022-02-27,2022-03-01,Second Class,CUST-8239,Customer_481,Corporate,India,Chennai,Tamil Nadu,688065,West,PROD-863,Office Supplies,Paper,Notebook Pack,1143.94,8,0.22,-80.08
645,ORD-10644,2023-10-22,2023-10-24,Same Day,CUST-8348,Customer_310,Corporate,India,Chennai,Kerala,662680,South,PROD-529,Technology,Machines,Printer,4446.0,8,0.04,489.06
646,ORD-10645,2023-04-21,2023-04-25,First Class,CUST-5664,Customer_303,Home Office,India,Mumbai,Telangana,608315,West,PROD-393,Office Supplies,Paper,Notebook Pack,344.12,3,0.27,-41.29
647,ORD-10646,2023-04-01,2023-04-02,Standard Class,CUST-9680,Customer_206,Corporate,India,Chennai,Maharashtra,686861,South,PROD-433,Technology,Machines,Scanner,3171.16,7,0.28,-412.25
648,ORD-10647,2022-12-27,2022-12-29,Same Day,CUST-3759,Customer_287,Home Office,India,Hyderabad,Karnataka,688502,South,PROD-111,Technology,Machines,Printer,499.49,5,0.1,24.97
649,ORD-10648,2022-01-01,2022-01-02,Same Day,CUST-7118,Customer_482,Home Office,India,Chennai,Maharashtra,683544,North,PROD-113,Technology,Accessories,Keyboard,2289.89,7,0.12,68.7
650,ORD-10649,2023-01-22,2023-01-23,Second Class,CUST-2178,Customer_404,Corporate,India,Bangalore,Telangana,680550,West,PROD-601,Technology,Machines,Printer,4292.23,1,0.28,-557.99
651,ORD-10650,2022-12-14,2022-12-15,Same Day,CUST-3022,Customer_229,Consumer,India,Chennai,Tamil Nadu,688201,North,PROD-839,Furniture,Chairs,Executive Chair,2849.01,3,0.24,-256.41
652,ORD-10651,2022-07-09,2022-07-14,Second Class,CUST-7222,Customer_74,Consumer,India,Hyderabad,Karnataka,698925,South,PROD-459,Technology,Phones,Smartphone,1211.81,7,0.07,96.94
653,ORD-10652,2023-05-20,2023-05-26,First Class,CUST-4264,Customer_119,Corporate,India,Mumbai,Karnataka,610003,West,PROD-384,Office Supplies,Binders,File Binder,465.07,4,0.28,-60.46
654,ORD-10653,2022-07-10,2022-07-11,Same Day,CUST-5019,Customer_89,Home Office,India,Bangalore,Kerala,623320,North,PROD-533,Furniture,Bookcases,Wood Bookcase,2304.59,4,0.16,-23.05
655,ORD-10654,2023-05-23,2023-05-28,Standard Class,CUST-3271,Customer_77,Home Office,India,Kochi,Kerala,667228,West,PROD-608,Technology,Accessories,Keyboard,3844.6,5,0.29,-538.24
656,ORD-10655,2023-01-04,2023-01-08,Standard Class,CUST-9940,Customer_344,Home Office,India,Kochi,Kerala,655280,South,PROD-352,Office Supplies,Storage,Drawer Organizer,241.79,8,0.05,24.18
657,ORD-10656,2023-02-13,2023-02-15,Same Day,CUST-5315,Customer_167,Consumer,India,Mumbai,Telangana,643664,West,PROD-429,Office Supplies,Binders,Ring Binder,1254.59,8,0.01,175.64
658,ORD-10657,2022-04-27,2022-05-03,Second Class,CUST-5247,Customer_476,Corporate,India,Hyderabad,Tamil Nadu,643177,North,PROD-795,Technology,Machines,Scanner,1954.86,7,0.11,78.19
659,ORD-10658,2022-05-14,2022-05-16,Same Day,CUST-6659,Customer_264,Consumer,India,Hyderabad,Delhi,654354,North,PROD-285,Office Supplies,Paper,A4 Paper Pack,1210.43,4,0.24,-108.94
660,ORD-10659,2022-02-27,2022-03-05,Same Day,CUST-8059,Customer_488,Consumer,India,Bangalore,Kerala,651738,West,PROD-600,Furniture,Tables,Study Table,1844.7,2,0.26,-202.92
661,ORD-10660,2023-07-10,2023-07-12,First Class,CUST-2891,Customer_85,Corporate,India,Mumbai,Delhi,616186,North,PROD-220,Technology,Phones,Smartphone,597.14,8,0.15,0.0
662,ORD-10661,2023-11-16,2023-11-22,First Class,CUST-9776,Customer_450,Consumer,India,Delhi,Delhi,628476,West,PROD-461,Technology,Machines,Printer,3592.04,7,0.19,-143.68
663,ORD-10662,2023-11-03,2023-11-05,Standard Class,CUST-5536,Customer_428,Corporate,India,Chennai,Tamil Nadu,602976,North,PROD-150,Furniture,Chairs,Ergo Chair,2496.78,5,0.23,-199.74
664,ORD-10663,2022-06-22,2022-06-24,Same Day,CUST-5642,Customer_267,Consumer,India,Delhi,Telangana,606504,North,PROD-975,Technology,Accessories,Mouse,3195.19,8,0.08,223.66
665,ORD-10664,2022-05-29,2022-05-31,Same Day,CUST-2285,Customer_258,Corporate,India,Bangalore,Kerala,678123,North,PROD-809,Technology,Accessories,Mouse,594.91,7,0.14,5.95
666,ORD-10665,2022-03-21,2022-03-23,First Class,CUST-3740,Customer_326,Corporate,India,Mumbai,Kerala,693246,South,PROD-947,Furniture,Bookcases,Wood Bookcase,3632.89,9,0.08,254.3
667,ORD-10666,2022-08-01,2022-08-05,Standard Class,CUST-1505,Customer_314,Consumer,India,Delhi,Telangana,610745,North,PROD-359,Furniture,Bookcases,Wood Bookcase,2400.47,2,0.22,-168.03
668,ORD-10667,2022-07-22,2022-07-23,Second Class,CUST-2979,Customer_29,Consumer,India,Hyderabad,Delhi,655368,West,PROD-879,Furniture,Bookcases,Wood Bookcase,3402.62,2,0.23,-272.21
669,ORD-10668,2022-08-17,2022-08-20,First Class,CUST-5087,Customer_437,Home Office,India,Chennai,Karnataka,652187,South,PROD-673,Furniture,Bookcases,Metal Bookcase,4232.52,7,0.3,-634.88
670,ORD-10669,2023-11-07,2023-11-12,Standard Class,CUST-1619,Customer_483,Consumer,India,Bangalore,Karnataka,632679,North,PROD-179,Technology,Accessories,Keyboard,4714.01,9,0.0,707.1
671,ORD-10670,2022-08-15,2022-08-18,Standard Class,CUST-6178,Customer_239,Corporate,India,Kochi,Maharashtra,649770,North,PROD-750,Technology,Accessories,Keyboard,2549.08,5,0.22,-178.44
672,ORD-10671,2023-10-21,2023-10-24,Second Class,CUST-9921,Customer_481,Consumer,India,Chennai,Maharashtra,637720,North,PROD-981,Furniture,Tables,Study Table,4223.51,6,0.11,168.94
673,ORD-10672,2023-06-16,2023-06-22,Same Day,CUST-9094,Customer_85,Corporate,India,Mumbai,Kerala,687162,West,PROD-502,Technology,Machines,Printer,4038.65,3,0.04,444.25
674,ORD-10673,2023-03-17,2023-03-18,Same Day,CUST-4898,Customer_390,Corporate,India,Chennai,Kerala,664856,South,PROD-719,Office Supplies,Storage,Plastic Storage Box,2379.15,7,0.23,-190.33
675,ORD-10674,2023-02-06,2023-02-12,Standard Class,CUST-8143,Customer_88,Consumer,India,Mumbai,Delhi,672661,South,PROD-617,Office Supplies,Storage,Plastic Storage Box,1142.81,8,0.29,-159.99
676,ORD-10675,2022-02-16,2022-02-17,Second Class,CUST-4859,Customer_370,Corporate,India,Chennai,Karnataka,685552,West,PROD-898,Technology,Phones,Desk Phone,2648.71,5,0.22,-185.41
677,ORD-10676,2022-08-21,2022-08-22,Second Class,CUST-1325,Customer_72,Corporate,India,Kochi,Tamil Nadu,679326,North,PROD-758,Office Supplies,Binders,File Binder,1303.17,6,0.17,-26.06
678,ORD-10677,2022-11-01,2022-11-03,First Class,CUST-5716,Customer_143,Corporate,India,Bangalore,Delhi,630944,North,PROD-226,Furniture,Bookcases,Metal Bookcase,3759.69,9,0.08,263.18
679,ORD-10678,2023-06-10,2023-06-14,First Class,CUST-2734,Customer_40,Consumer,India,Kochi,Maharashtra,687213,South,PROD-288,Office Supplies,Paper,Notebook Pack,4302.58,6,0.05,430.26
680,ORD-10679,2022-05-23,2022-05-25,Same Day,CUST-7713,Customer_262,Consumer,India,Delhi,Delhi,696596,North,PROD-318,Furniture,Bookcases,Metal Bookcase,1249.81,3,0.05,124.98
681,ORD-10680,2023-02-19,2023-02-23,Second Class,CUST-4546,Customer_143,Home Office,India,Kochi,Maharashtra,666899,West,PROD-536,Office Supplies,Binders,File Binder,4535.32,2,0.18,-136.06
682,ORD-10681,2023-05-28,2023-06-03,Standard Class,CUST-6400,Customer_39,Home Office,India,Delhi,Tamil Nadu,664917,West,PROD-126,Technology,Accessories,USB Hub,4855.65,6,0.17,-97.11
683,ORD-10682,2023-01-08,2023-01-12,Same Day,CUST-2186,Customer_159,Home Office,India,Kochi,Karnataka,690625,South,PROD-906,Technology,Phones,Smartphone,3971.09,9,0.08,277.98
684,ORD-10683,2023-07-20,2023-07-26,Standard Class,CUST-2338,Customer_258,Home Office,India,Kochi,Maharashtra,622738,West,PROD-565,Furniture,Bookcases,Metal Bookcase,4491.13,3,0.1,224.56
685,ORD-10684,2022-09-16,2022-09-19,Same Day,CUST-9724,Customer_176,Consumer,India,Delhi,Kerala,663574,North,PROD-873,Furniture,Chairs,Executive Chair,1040.59,5,0.2,-52.03
686,ORD-10685,2023-10-18,2023-10-21,Second Class,CUST-6932,Customer_453,Corporate,India,Delhi,Delhi,689376,West,PROD-424,Furniture,Bookcases,Metal Bookcase,1412.7,9,0.16,-14.13
687,ORD-10686,2023-04-16,2023-04-20,First Class,CUST-2404,Customer_395,Home Office,India,Mumbai,Maharashtra,664803,South,PROD-379,Office Supplies,Paper,A4 Paper Pack,1398.41,4,0.08,97.89
688,ORD-10687,2022-01-12,2022-01-16,Second Class,CUST-2757,Customer_232,Corporate,India,Chennai,Tamil Nadu,659431,West,PROD-194,Furniture,Bookcases,Wood Bookcase,456.87,2,0.11,18.27
689,ORD-10688,2022-11-26,2022-12-02,First Class,CUST-1599,Customer_449,Corporate,India,Hyderabad,Tamil Nadu,641222,North,PROD-586,Furniture,Tables,Conference Table,929.83,1,0.14,9.3
690,ORD-10689,2022-12-24,2022-12-26,Same Day,CUST-2237,Customer_472,Corporate,India,Hyderabad,Tamil Nadu,675164,West,PROD-453,Technology,Machines,Scanner,1610.96,1,0.07,128.88
691,ORD-10690,2023-02-12,2023-02-18,First Class,CUST-5826,Customer_267,Corporate,India,Delhi,Telangana,617785,North,PROD-672,Technology,Machines,Scanner,1599.01,7,0.06,143.91
692,ORD-10691,2023-10-30,2023-11-01,Second Class,CUST-5280,Customer_261,Corporate,India,Hyderabad,Telangana,686709,South,PROD-793,Office Supplies,Binders,Ring Binder,230.89,7,0.23,-18.47
693,ORD-10692,2023-01-08,2023-01-11,Second Class,CUST-5869,Customer_113,Corporate,India,Bangalore,Maharashtra,632232,North,PROD-460,Office Supplies,Binders,Ring Binder,2538.87,7,0.13,50.78
694,ORD-10693,2022-01-08,2022-01-09,Standard Class,CUST-4184,Customer_391,Consumer,India,Chennai,Tamil Nadu,629623,North,PROD-365,Office Supplies,Binders,File Binder,3579.6,1,0.28,-465.35
695,ORD-10694,2022-05-02,2022-05-06,Second Class,CUST-5629,Customer_374,Consumer,India,Delhi,Maharashtra,625342,North,PROD-772,Technology,Phones,Smartphone,2109.76,2,0.25,-210.98
696,ORD-10695,2022-12-14,2022-12-16,Second Class,CUST-8350,Customer_254,Home Office,India,Mumbai,Kerala,671768,North,PROD-442,Office Supplies,Storage,Plastic Storage Box,3861.89,5,0.01,540.66
697,ORD-10696,2023-11-07,2023-11-13,Second Class,CUST-5389,Customer_466,Consumer,India,Delhi,Karnataka,667533,South,PROD-916,Furniture,Tables,Study Table,2650.79,1,0.18,-79.52
698,ORD-10697,2022-03-31,2022-04-03,Second Class,CUST-4445,Customer_139,Home Office,India,Bangalore,Tamil Nadu,641775,South,PROD-375,Office Supplies,Paper,Notebook Pack,2447.98,9,0.23,-195.84
699,ORD-10698,2023-10-10,2023-10-12,Standard Class,CUST-4931,Customer_7,Corporate,India,Mumbai,Kerala,614189,West,PROD-136,Furniture,Tables,Study Table,441.17,5,0.01,61.76
700,ORD-10699,2023-11-29,2023-12-05,Standard Class,CUST-7889,Customer_121,Corporate,India,Kochi,Karnataka,657450,North,PROD-909,Office Supplies,Binders,Ring Binder,4294.31,1,0.28,-558.26
701,ORD-10700,2022-11-12,2022-11-16,Second Class,CUST-4780,Customer_408,Consumer,India,Chennai,Delhi,627881,North,PROD-730,Office Supplies,Paper,Notebook Pack,4020.84,1,0.23,-321.67
702,ORD-10701,2022-06-27,2022-07-01,Second Class,CUST-6749,Customer_131,Corporate,India,Bangalore,Delhi,661073,West,PROD-522,Technology,Phones,Desk Phone,1812.83,9,0.14,18.13
703,ORD-10702,2023-06-24,2023-06-29,Same Day,CUST-6766,Customer_145,Consumer,India,Bangalore,Kerala,659804,West,PROD-384,Technology,Accessories,USB Hub,3119.93,9,0.08,218.4
704,ORD-10703,2022-02-10,2022-02-11,Second Class,CUST-7856,Customer_491,Consumer,India,Kochi,Delhi,610949,North,PROD-805,Furniture,Bookcases,Wood Bookcase,3131.7,1,0.06,281.85
705,ORD-10704,2023-12-05,2023-12-10,First Class,CUST-1255,Customer_315,Corporate,India,Hyderabad,Karnataka,631831,West,PROD-714,Technology,Machines,Scanner,3803.69,3,0.04,418.41
706,ORD-10705,2023-05-17,2023-05-20,Standard Class,CUST-5627,Customer_465,Home Office,India,Hyderabad,Karnataka,645076,South,PROD-588,Furniture,Tables,Conference Table,1211.75,1,0.17,-24.24
707,ORD-10706,2022-05-25,2022-05-27,First Class,CUST-8340,Customer_81,Corporate,India,Delhi,Karnataka,684356,South,PROD-953,Furniture,Chairs,Executive Chair,2915.75,5,0.28,-379.05
708,ORD-10707,2022-07-20,2022-07-23,Same Day,CUST-3897,Customer_280,Corporate,India,Delhi,Delhi,661545,North,PROD-894,Office Supplies,Binders,Ring Binder,1956.25,6,0.1,97.81
709,ORD-10708,2023-12-25,2023-12-31,Second Class,CUST-3210,Customer_332,Corporate,India,Kochi,Karnataka,683105,South,PROD-236,Office Supplies,Paper,Notebook Pack,2718.73,3,0.23,-217.5
710,ORD-10709,2023-04-06,2023-04-10,Second Class,CUST-9192,Customer_6,Home Office,India,Hyderabad,Karnataka,685564,South,PROD-791,Furniture,Chairs,Office Chair,2209.19,3,0.09,132.55
711,ORD-10710,2023-07-12,2023-07-17,Second Class,CUST-5514,Customer_157,Home Office,India,Kochi,Maharashtra,685512,West,PROD-482,Technology,Machines,Printer,4815.16,5,0.2,-240.76
712,ORD-10711,2023-07-01,2023-07-06,First Class,CUST-6870,Customer_419,Home Office,India,Bangalore,Karnataka,613775,West,PROD-326,Technology,Phones,Smartphone,3258.05,3,0.18,-97.74
713,ORD-10712,2022-09-10,2022-09-15,Second Class,CUST-6597,Customer_223,Consumer,India,Mumbai,Karnataka,651703,West,PROD-933,Technology,Accessories,USB Hub,3456.8,6,0.1,172.84
714,ORD-10713,2023-01-25,2023-01-28,Standard Class,CUST-7282,Customer_73,Corporate,India,Hyderabad,Karnataka,682066,West,PROD-469,Office Supplies,Storage,Plastic Storage Box,3174.16,2,0.18,-95.22
715,ORD-10714,2023-08-17,2023-08-21,Same Day,CUST-6297,Customer_89,Home Office,India,Delhi,Maharashtra,625086,North,PROD-481,Office Supplies,Paper,A4 Paper Pack,3747.52,4,0.08,262.33
716,ORD-10715,2022-09-13,2022-09-15,First Class,CUST-4731,Customer_483,Corporate,India,Mumbai,Maharashtra,624566,North,PROD-549,Furniture,Tables,Conference Table,4824.13,4,0.0,723.62
717,ORD-10716,2023-12-10,2023-12-16,First Class,CUST-1884,Customer_46,Consumer,India,Kochi,Delhi,615304,West,PROD-725,Technology,Accessories,Keyboard,3589.98,1,0.19,-143.6
718,ORD-10717,2023-03-26,2023-03-28,Same Day,CUST-5480,Customer_376,Corporate,India,Kochi,Karnataka,692658,North,PROD-989,Technology,Accessories,USB Hub,1697.02,3,0.1,84.85
719,ORD-10718,2022-01-10,2022-01-13,Standard Class,CUST-3212,Customer_236,Consumer,India,Chennai,Karnataka,695585,West,PROD-657,Furniture,Tables,Study Table,1703.18,8,0.25,-170.32
720,ORD-10719,2022-08-30,2022-09-05,Standard Class,CUST-2945,Customer_199,Consumer,India,Delhi,Delhi,699729,North,PROD-837,Office Supplies,Binders,Ring Binder,4960.14,2,0.16,-49.6
721,ORD-10720,2022-09-08,2022-09-13,Standard Class,CUST-4278,Customer_38,Consumer,India,Chennai,Kerala,666327,South,PROD-889,Furniture,Bookcases,Wood Bookcase,4707.18,8,0.14,47.07
722,ORD-10721,2022-01-05,2022-01-06,Standard Class,CUST-5252,Customer_287,Home Office,India,Delhi,Kerala,613355,South,PROD-986,Technology,Phones,Desk Phone,496.68,6,0.03,59.6
723,ORD-10722,2022-04-29,2022-05-02,Second Class,CUST-4317,Customer_325,Home Office,India,Chennai,Delhi,606097,North,PROD-295,Furniture,Chairs,Ergo Chair,3057.02,8,0.05,305.7
724,ORD-10723,2023-01-09,2023-01-12,First Class,CUST-6828,Customer_1,Corporate,India,Chennai,Karnataka,609539,West,PROD-404,Office Supplies,Paper,A4 Paper Pack,4583.52,9,0.06,412.52
725,ORD-10724,2022-03-06,2022-03-10,First Class,CUST-2758,Customer_420,Corporate,India,Bangalore,Kerala,603668,South,PROD-102,Office Supplies,Binders,Ring Binder,2460.61,8,0.2,-123.03
726,ORD-10725,2022-05-26,2022-05-28,First Class,CUST-8870,Customer_223,Corporate,India,Hyderabad,Telangana,654595,West,PROD-327,Office Supplies,Paper,A4 Paper Pack,3818.57,4,0.17,-76.37
727,ORD-10726,2022-08-12,2022-08-15,Standard Class,CUST-7623,Customer_329,Consumer,India,Chennai,Tamil Nadu,618866,North,PROD-174,Technology,Accessories,Keyboard,1612.48,3,0.03,193.5
728,ORD-10727,2022-08-27,2022-08-30,Standard Class,CUST-8156,Customer_74,Corporate,India,Chennai,Tamil Nadu,631628,North,PROD-471,Office Supplies,Storage,Drawer Organizer,233.01,1,0.06,20.97
729,ORD-10728,2022-06-26,2022-07-01,Second Class,CUST-8441,Customer_339,Consumer,India,Delhi,Telangana,681455,West,PROD-819,Office Supplies,Paper,A4 Paper Pack,1397.4,5,0.22,-97.82
730,ORD-10729,2022-10-09,2022-10-14,First Class,CUST-8512,Customer_317,Home Office,India,Bangalore,Delhi,621314,North,PROD-986,Technology,Phones,Smartphone,4446.02,7,0.27,-533.52
731,ORD-10730,2022-03-04,2022-03-10,First Class,CUST-8468,Customer_188,Home Office,India,Kochi,Telangana,672805,South,PROD-662,Technology,Phones,Smartphone,1616.35,7,0.09,96.98
732,ORD-10731,2022-08-05,2022-08-06,Standard Class,CUST-6717,Customer_146,Corporate,India,Mumbai,Tamil Nadu,646286,West,PROD-780,Furniture,Tables,Study Table,2312.28,1,0.22,-161.86
733,ORD-10732,2023-11-20,2023-11-24,First Class,CUST-9273,Customer_105,Corporate,India,Chennai,Karnataka,674660,North,PROD-669,Furniture,Chairs,Office Chair,1842.12,3,0.13,36.84
734,ORD-10733,2023-04-06,2023-04-07,Second Class,CUST-1303,Customer_391,Corporate,India,Kochi,Delhi,625427,South,PROD-375,Furniture,Bookcases,Wood Bookcase,4147.97,1,0.05,414.8
735,ORD-10734,2023-09-02,2023-09-08,Standard Class,CUST-2383,Customer_382,Home Office,India,Mumbai,Telangana,643824,South,PROD-486,Furniture,Bookcases,Metal Bookcase,761.23,1,0.2,-38.06
736,ORD-10735,2022-04-15,2022-04-20,Standard Class,CUST-3284,Customer_356,Consumer,India,Kochi,Delhi,608731,North,PROD-789,Furniture,Tables,Study Table,3722.64,4,0.19,-148.91
737,ORD-10736,2022-04-09,2022-04-11,Same Day,CUST-2197,Customer_27,Corporate,India,Delhi,Kerala,673974,North,PROD-338,Furniture,Chairs,Executive Chair,759.6,8,0.16,-7.6
738,ORD-10737,2023-05-26,2023-05-31,Same Day,CUST-2048,Customer_157,Home Office,India,Delhi,Karnataka,626448,North,PROD-484,Office Supplies,Binders,Ring Binder,417.2,1,0.07,33.38
739,ORD-10738,2023-01-20,2023-01-24,Same Day,CUST-6409,Customer_183,Consumer,India,Kochi,Telangana,698918,South,PROD-364,Office Supplies,Binders,Ring Binder,3361.57,7,0.28,-437.0
